,p,comp,diameter,avg_short_path,density,avg_clustering
9336,0.31,1,3,1.7019331243469173,0.2988505747126437,0.300794271711975
9337,0.32,1,2,1.6954022988505748,0.3045977011494253,0.3061716183932473
9338,0.33,1,2,1.6721525600835945,0.3278474399164054,0.33198089254017366
9339,0.34,1,2,1.656478578892372,0.343521421107628,0.3437401594208616
9340,0.35000000000000003,1,2,1.657262277951933,0.34273772204806685,0.34673642965050083
9341,0.36000000000000004,1,2,1.632183908045977,0.367816091954023,0.37102464585395667
9342,0.37,1,2,1.6423719958202716,0.35762800417972834,0.3598176968129756
9343,0.38,1,2,1.6141588296760712,0.38584117032392895,0.3840993377785967
9344,0.39,1,2,1.6172936259143156,0.3827063740856844,0.38922117684082913
9345,0.4,1,2,1.600835945663532,0.3991640543364681,0.3985346507079108
9346,0.41000000000000003,1,2,1.6000522466039708,0.3999477533960293,0.3997679400574464
9347,0.42000000000000004,1,2,1.576280041797283,0.42371995820271685,0.4241333650507217
9348,0.43,1,2,1.56478578892372,0.43521421107628006,0.43635141885157175
9349,0.44,1,2,1.575496342737722,0.42450365726227796,0.4245845805250873
9350,0.45,1,2,1.5384012539184952,0.4615987460815047,0.4568096432601202
9351,0.46,1,2,1.542319749216301,0.45768025078369906,0.45661963489814766
9352,0.47000000000000003,1,2,1.5326541274817136,0.4673458725182863,0.46699250416298865
9353,0.48000000000000004,1,2,1.5229885057471264,0.47701149425287354,0.4762214701691916
9354,0.49,1,2,1.5075757575757576,0.49242424242424243,0.4942180597768784
9355,0.5,1,2,1.4984326018808778,0.5015673981191222,0.5020670033507025
9356,0.51,1,2,1.488244514106583,0.5117554858934169,0.5098531837970054
9357,0.52,1,2,1.4649947753396029,0.5350052246603971,0.5355150411407111
9358,0.53,1,2,1.4710031347962382,0.5289968652037618,0.5285327637494958
9359,0.54,1,2,1.4561128526645768,0.5438871473354232,0.5431379707670557
9360,0.55,1,2,1.4608150470219436,0.5391849529780565,0.5419478294215292
9361,0.56,1,2,1.4425287356321839,0.5574712643678161,0.5592482047354077
9362,0.5700000000000001,1,2,1.4268547544409613,0.5731452455590387,0.5763273574188331
